4.570919144180968	6.0049331050416725	Cough
8.76092788493015	10.194941845790854	Cough
13.578317987886269	15.72933933610593	Cough
19.202341503353363	19.717689723727368	Cough
23.01144065452797	24.467860918212374	Cough
26.148345837848233	27.940863085459807	Cough
32.399749901665054	33.69932441786912	Cough
35.82793864940787	36.298475077991675	Cough
39.41297395848824	41.31752353407554	Cough
42.12415613272931	42.93078873138308	Cough
49.1821927951999	50.25770346930973	Cough
51.0643360679635	51.40043305189067	Cough
52.543162634471614	53.01369824919821	Cough
56.16180699085892	57.41656890141559	Cough
59.22028970736762	59.63480915810636	Cough
61.617781200505235	62.894950227742804	Cough
63.33187598130524	63.6007532429041	Cough
67.68993402787522	69.25838661953534	Cough
72.3728846861747	73.35876933513252	Cough
74.15419918930303	74.49029617323019	Cough
78.07533066845336	78.38902134955683	Cough
79.16204408704644	80.18153859716841	Cough
86.69061636424362	88.14703744178524	Cough
92.19140399339454	93.31172727315177	Cough
96.7623231375755	97.71459792536916	Cough
