1.4705762972849947	2.979852357382868	Cough
3.599042686547169	5.482412291781625	Cough
6.320899318271653	7.636678033265572	Cough
7.752775852743769	8.707360698711993	Cough
9.700645307493096	10.764877767643963	Cough
10.932575026045924	11.732362289723072	Cough
12.815945365760602	13.035242063086326	Cough
14.499368155075766	15.660350022258832	Cough
16.46013728593598	18.382206653983314	Cough
19.60768690172081	21.078263199005807	Cough
21.58135497421169	21.800651671537416	Cough
23.232528940489754	24.97400137402424	Cough
25.83828701825582	26.921870094293347	Cough
27.46366163231211	28.74074058449315	Cough
29.617926639315833	29.85012301275245	Cough
31.5141966551414	32.66227811173335	Cough
33.79745989221443	34.35215110634408	Cough
