4.641801	4.886602	Cough
7.428764	8.511537	Cough
9.801450	10.281636	Cough
11.364409	12.258874	Cough
13.416970	14.283188	Cough
15.667255	16.401657	Cough
17.974032	18.435387	Cough
19.546407	20.365548	Cough
22.361617	22.851218	Cough
23.698606	24.508332	Cough
25.205073	25.440458	Cough
26.334923	28.067360	Cough
29.479672	29.856289	Cough
31.729957	32.257220	Cough
33.151685	34.074396	Cough
35.128923	36.560066	Cough
37.699332	39.544754	Cough
40.947651	42.341133	Cough
44.210093	45.443513	Cough
