0.510210	1.416273	Cough
1.671378	2.375116	Cough
3.210805	3.835372	Cough
5.269238	5.849822	Cough
5.981773	6.219285	Cough
6.386422	6.588747	Cough
8.013817	9.034237	Cough
11.945953	12.755251	Cough
12.992763	13.274258	Cough
14.083557	14.584970	Cough
14.840075	15.288708	Cough
18.693041	19.431966	Cough
22.985843	25.343365	Cough
25.950339	26.539720	Cough
28.193504	29.495419	Cough
29.706541	30.515839	Cough
31.465886	32.380745	Cough
36.286491	37.192554	Cough
38.133803	38.696794	Cough
40.684854	43.042376	Cough
43.403042	44.353088	Cough
47.484722	48.478752	Cough
48.751451	49.270457	Cough
49.516766	49.903822	Cough
50.141333	50.501999	Cough
52.991472	54.398948	Cough
55.243434	55.788831	Cough
59.896901	60.750184	Cough
62.773431	63.450778	Cough
66.547226	67.769970	Cough
68.975122	69.626079	Cough
71.864846	72.427836	Cough
72.533397	73.048005	Cough
73.263525	73.483443	Cough
73.716557	73.976060	Cough
74.525855	74.816147	Cough
75.093244	75.348349	Cough
75.638641	75.937730	Cough
77.780644	78.497577	Cough
78.682308	79.306875	Cough
79.491607	79.737915	Cough
80.327296	81.176180	Cough
81.501658	82.266973	Cough
