0.300534	1.397481	Cough
2.749882	3.561322	Cough
5.214257	6.010671	Cough
8.144459	8.910819	Cough
11.825994	12.877862	Cough
13.914702	14.681063	Cough
15.898224	16.724691	Cough
18.212332	19.098906	Cough
20.601573	21.382960	Cough
23.636962	24.658776	Cough
26.612244	27.288444	Cough
28.715979	29.512392	Cough
32.833288	33.840075	Cough
34.937023	35.688356	Cough
36.920544	37.701931	Cough
39.249679	40.106199	Cough
41.593840	42.405281	Cough
45.500776	46.312217	Cough
47.844938	48.596271	Cough
50.008779	50.880326	Cough
52.307860	53.074221	Cough
54.952555	55.658809	Cough
61.864827	62.601134	Cough
63.547814	64.269095	Cough
65.591442	66.357803	Cough
67.650097	68.221111	Cough
70.730566	71.436819	Cough
72.368473	73.240021	Cough
74.742688	75.463969	Cough
76.170222	76.846423	Cough
77.402410	78.243904	Cough
