2.055360	5.162300	Cough
5.783688	8.062111	Cough
8.986226	10.882256	Cough
12.379960	14.514986	Cough
15.725896	17.398863	Cough
18.482309	19.884415	Cough
21.413985	22.385900	Cough
23.294082	24.520925	Cough
26.114228	27.691597	Cough
28.488248	30.862269	Cough
31.642987	32.790165	Cough
33.682415	35.546578	Cough
36.518493	38.032130	Cough
39.402370	41.537396	Cough
42.445578	42.732373	Cough
44.373474	46.126107	Cough
47.321084	49.472042	Cough
50.635153	52.292188	Cough
53.407499	54.554677	Cough
55.813386	56.562238	Cough
61.087217	62.839850	Cough
63.628535	65.014708	Cough
66.034422	66.966503	Cough
67.173633	67.532126	Cough
