0.572990	0.946678	Cough
2.379152	3.562500	Cough
4.702251	5.642701	Cough
6.352710	7.137457	Cough
7.685534	8.538790	Cough
9.192745	9.877841	Cough
10.787151	11.740057	Cough
12.200940	13.023056	Cough
13.795346	14.710883	Cough
15.744756	16.417396	Cough
18.740495	19.469188	Cough
20.185425	21.026225	Cough
22.141063	22.819931	Cough
23.698100	23.928541	Cough
26.151990	26.911824	Cough
27.185862	27.410075	Cough
29.203782	29.907562	Cough
30.299936	30.567746	Cough
32.106098	33.077689	Cough
34.248581	34.647182	Cough
34.784202	35.045784	Cough
35.892812	36.609049	Cough
37.188266	37.885819	Cough
39.411715	40.084355	Cough
41.884289	42.563157	Cough
43.970719	44.300810	Cough
45.278629	45.652318	Cough
46.549171	47.078564	Cough
48.454984	48.704110	Cough
49.177450	49.395435	Cough
51.120631	51.662480	Cough
51.768359	52.079766	Cough
52.198101	52.416086	Cough
52.465911	53.007760	Cough
53.786278	54.334355	Cough
55.430509	55.748145	Cough
56.551576	56.856755	Cough
58.071244	58.376423	Cough
59.497489	60.033110	Cough
60.761803	60.998473	Cough
62.449631	62.736126	Cough
63.545785	64.305619	Cough
