0.867545	1.160799	Cough
1.250405	1.498857	Cough
1.580316	1.796184	Cough
1.942812	2.256431	Cough
2.472299	2.643364	Cough
3.596442	3.889696	Cough
3.983375	4.215535	Cough
5.290802	5.535180	Cough
5.812143	6.072814	Cough
7.221394	7.530941	Cough
7.620546	7.881217	Cough
8.060428	8.345537	Cough
8.484018	8.720251	Cough
9.013506	9.347490	Cough
10.679355	10.964463	Cough
11.681308	11.999000	Cough
12.170065	12.381860	Cough
13.351230	14.002907	Cough
14.182118	14.947838	Cough
15.982375	16.625906	Cough
16.796971	17.187977	Cough
17.733757	18.067741	Cough
18.629812	18.882337	Cough
19.273343	19.534014	Cough
20.731470	21.089892	Cough
21.969656	22.214035	Cough
23.093799	23.427783	Cough
24.315693	25.081413	Cough
25.806404	26.189264	Cough
26.474373	26.710605	Cough
27.712559	28.396819	Cough
28.649344	28.934453	Cough
29.895676	30.653250	Cough
31.655204	32.315026	Cough
34.302641	34.718085	Cough
34.889150	35.369762	Cough
35.744476	35.964417	Cough
37.634339	38.017199	Cough
