2.544986	4.226760	Cough
6.444321	8.066563	Cough
10.671081	11.965898	Cough
14.094161	15.329447	Cough
18.186974	19.585972	Cough
23.165324	23.976445	Cough
25.479624	26.327952	Cough
28.285061	29.245012	Cough
32.802039	33.114581	Cough
33.322943	33.561070	Cough
34.320101	34.692175	Cough
34.841004	35.086573	Cough
36.850204	37.586910	Cough
37.847362	38.264085	Cough
38.569185	38.777547	Cough
42.684323	42.944775	Cough
44.343773	45.616266	Cough
47.350130	47.558492	Cough
49.679313	49.991855	Cough
50.557408	50.795535	Cough
52.946122	53.191691	Cough
54.426977	54.784168	Cough
55.022295	55.282747	Cough
57.686344	58.050977	Cough
58.214689	58.460258	Cough
59.591363	60.171798	Cough
61.786599	62.597721	Cough
62.791199	63.081417	Cough
64.703659	65.440365	Cough
70.255002	71.549820	Cough
75.002666	75.858436	Cough
79.534526	80.062871	Cough
81.030264	81.774412	Cough
82.905516	83.813377	Cough
86.358363	87.124835	Cough
91.254856	91.567398	Cough
93.539390	94.328187	Cough
95.243488	95.526265	Cough
97.371751	98.301936	Cough
98.525181	98.815398	Cough
99.380951	99.760466	Cough
106.710807	108.139571	Cough
110.788738	111.622184	Cough
112.098438	112.917001	Cough
115.625699	116.593091	Cough
118.870184	120.403129	Cough
124.213166	125.076377	Cough
127.383236	128.231564	Cough
