0.759602	3.401698	Cough
5.977741	8.240035	Cough
10.039963	12.137126	Cough
13.623305	16.546123	Cough
16.760793	17.685527	Cough
21.665183	23.564189	Cough
25.529248	26.784243	Cough
35.073818	35.915986	Cough
36.791180	39.020448	Cough
40.077286	42.273528	Cough
43.693654	46.104566	Cough
47.029300	48.598044	Cough
50.810799	52.346517	Cough
52.940989	54.476707	Cough
56.639922	57.993996	Cough
59.826950	61.048919	Cough
63.724041	65.243246	Cough
65.771665	66.333110	Cough
67.885341	68.545865	Cough
