0.033606	0.302458	Cough
1.075406	1.722330	Cough
2.747326	3.091792	Cough
3.310234	3.537078	Cough
4.141994	4.528468	Cough
5.645882	6.301207	Cough
7.578252	8.233578	Cough
8.552839	8.737674	Cough
11.165739	11.854671	Cough
12.157129	12.333563	Cough
13.392166	13.619009	Cough
14.862448	15.425356	Cough
16.761212	16.971252	Cough
17.618176	18.365919	Cough
20.054643	20.651157	Cough
22.029021	22.919591	Cough
23.936186	24.994789	Cough
26.171014	26.759127	Cough
28.246212	28.901538	Cough
30.481040	31.262390	Cough
33.144351	33.934102	Cough
36.210938	37.067902	Cough
39.899245	40.453751	Cough
41.915631	42.873415	Cough
45.368693	45.906396	Cough
